partiNumber,trialNumber,blockNumber,rewardType,handShow,pairClickCount,successCount,failCount,stalemate,gameClear,playTime,P1_realPoints,P2_realPoints,P1_earnedPoints,P2_earnedPoints,FOC,competitiveness,rewardFairness, P1_accScore, P2_accScore
P23,0,0,0,1,16,8,8,FALSE,FALSE,23.01272,6,4,0,0,7,7,7,0,0
P23,1,0,0,1,12,8,4,FALSE,FALSE,23.01267,8,4,0,0,7,8,4,0,0
P23,2,0,0,1,12,4,8,FALSE,FALSE,23.0128,4,6,0,0,7,4,4,0,0
P23,3,0,0,1,8,8,0,FALSE,TRUE,15.63385,8,8,5,5,8,8,8,5,5
P23,4,0,0,1,13,11,2,TRUE,TRUE,15.63381,9,7,6,4,8,7,8,11,9
P23,5,0,0,1,12,8,4,FALSE,TRUE,20.72957,8,8,5,5,8,7,7,16,14
P23,6,0,0,1,12,8,4,FALSE,TRUE,22.37239,8,8,5,5,8,9,7,21,19
P23,7,0,0,1,10,8,2,FALSE,TRUE,17.29043,8,8,5,5,6,5,7,26,24
P23,8,0,0,1,13,9,4,TRUE,TRUE,19.62979,9,7,6,4,3,3,7,32,28
P23,9,0,0,1,10,8,2,FALSE,TRUE,18.86408,8,8,5,5,7,3,7,37,33
P23,10,0,0,1,16,8,8,FALSE,FALSE,23.01264,6,4,0,0,6,2,7,37,33
P23,11,0,0,1,12,4,8,FALSE,FALSE,23.01292,4,8,0,0,5,3,6,37,33
P23,12,0,0,1,12,8,4,FALSE,TRUE,16.83162,8,8,5,5,7,4,7,42,38
P23,13,0,0,1,12,8,4,FALSE,TRUE,22.4141,8,8,5,5,8,8,8,47,43
P23,14,0,0,1,10,4,6,FALSE,FALSE,23.01384,4,6,0,0,8,8,4,47,43
P23,15,0,0,1,13,9,4,TRUE,TRUE,21.45374,9,7,6,4,4,4,7,53,47
P23,16,0,0,1,12,10,2,FALSE,TRUE,18.61311,10,6,7,3,4,3,8,60,50
P23,17,0,0,1,14,8,6,FALSE,FALSE,23.01293,8,0,0,0,7,3,8,60,50
P23,18,0,0,1,13,7,6,TRUE,TRUE,19.88006,7,9,4,6,6,4,7,64,56
P23,19,0,0,1,8,8,0,FALSE,TRUE,12.94722,8,8,5,5,4,7,6,69,61
P23,20,1,1,1,10,6,4,FALSE,TRUE,19.65808,6,10,5,5,7,7,8,74,66
P23,21,1,1,1,10,4,6,FALSE,FALSE,23.01337,4,8,0,0,8,8,8,74,66
P23,22,1,1,1,8,8,0,FALSE,TRUE,13.05848,8,8,5,5,4,7,7,79,71
P23,23,1,1,1,14,6,8,FALSE,TRUE,22.85935,6,10,5,5,7,4,7,84,76
P23,24,1,1,1,12,2,10,FALSE,FALSE,23.01235,2,8,0,0,7,3,7,84,76
P23,25,1,1,1,12,4,8,FALSE,TRUE,22.20213,4,12,5,5,7,3,7,89,81
