partiNumber,trialNumber,blockNumber,rewardType,handShow,pairClickCount,successCount,failCount,stalemate,gameClear,playTime,P1_realPoints,P2_realPoints,P1_earnedPoints,P2_earnedPoints,FOC,competitiveness,rewardFairness, P1_accScore, P2_accScore
P24,0,0,0,1,10,4,6,FALSE,FALSE,23.01287,6,4,0,0,9,4,9,0,0
P24,1,0,0,1,10,4,6,FALSE,FALSE,23.00946,8,4,0,0,8,2,9,0,0
P24,2,0,0,1,12,6,6,FALSE,FALSE,23.01291,4,6,0,0,8,2,9,0,0
P24,3,0,0,1,10,8,2,FALSE,TRUE,15.63496,8,8,5,5,9,7,9,5,5
P24,4,0,0,1,9,7,2,TRUE,TRUE,15.62093,9,7,6,4,8,1,9,11,9
P24,5,0,0,1,12,8,4,FALSE,TRUE,20.73053,8,8,5,5,8,8,9,16,14
P24,6,0,0,1,14,8,6,FALSE,TRUE,22.37254,8,8,5,5,8,7,9,21,19
P24,7,0,0,1,10,8,2,FALSE,TRUE,17.26407,8,8,5,5,8,3,6,26,24
P24,8,0,0,1,11,7,4,TRUE,TRUE,19.65815,9,7,6,4,8,1,8,32,28
P24,9,0,0,1,12,8,4,FALSE,TRUE,18.85072,8,8,5,5,8,1,8,37,33
P24,10,0,0,1,12,6,6,FALSE,FALSE,23.01276,6,4,0,0,9,3,9,37,33
P24,11,0,0,1,14,8,6,FALSE,FALSE,23.01294,4,8,0,0,8,3,9,37,33
P24,12,0,0,1,10,8,2,FALSE,TRUE,16.83113,8,8,5,5,9,8,9,42,38
P24,13,0,0,1,10,8,2,FALSE,TRUE,22.44305,8,8,5,5,9,8,9,47,43
P24,14,0,0,1,14,6,8,FALSE,FALSE,23.01335,4,6,0,0,9,9,9,47,43
P24,15,0,0,1,13,7,6,TRUE,TRUE,21.45429,9,7,6,4,9,8,9,53,47
P24,16,0,0,1,10,6,4,FALSE,TRUE,18.64256,10,6,7,3,9,9,9,60,50
P24,17,0,0,1,10,0,10,FALSE,FALSE,23.0129,8,0,0,0,9,7,9,60,50
P24,18,0,0,1,9,9,0,TRUE,TRUE,19.8809,7,9,4,6,9,2,9,64,56
P24,19,0,0,1,8,8,0,FALSE,TRUE,12.96192,8,8,5,5,9,9,9,69,61
