partiNumber,trialNumber,blockNumber,rewardType,handShow,pairClickCount,successCount,failCount,stalemate,gameClear,playTime,P1_realPoints,P2_realPoints,P1_earnedPoints,P2_earnedPoints,FOC,competitiveness,rewardFairness, P1_accScore, P2_accScore
P20,0,0,1,0,12,8,4,FALSE,TRUE,19.12841,8,8,5,5,1,1,9,5,5
P20,1,0,1,0,12,6,6,FALSE,TRUE,23.00077,10,6,5,5,1,1,5,10,10
P20,2,0,1,0,12,8,4,FALSE,FALSE,23.00058,4,8,0,0,7,7,9,10,10
P20,3,0,1,0,8,8,0,FALSE,TRUE,13.23992,8,8,5,5,8,8,9,15,15
P20,4,0,1,0,10,4,6,FALSE,FALSE,23.01271,4,4,0,0,9,8,9,15,15
P20,5,0,1,0,12,6,6,FALSE,FALSE,23.01316,4,4,0,0,8,8,9,15,15
P20,6,0,1,0,10,6,4,FALSE,FALSE,23.00017,6,6,0,0,7,7,9,15,15
P20,7,0,1,0,10,8,2,FALSE,TRUE,23.00054,8,8,5,5,9,9,9,20,20
P20,8,0,1,0,10,4,6,FALSE,FALSE,23.01272,8,4,0,0,9,7,9,20,20
P20,9,0,1,0,12,8,4,FALSE,TRUE,23.01229,8,8,5,5,9,9,9,25,25
P20,10,0,1,0,10,8,2,FALSE,TRUE,18.253,8,8,5,5,9,9,9,30,30
P20,11,0,1,0,8,6,2,FALSE,TRUE,15.44065,10,6,5,5,9,9,9,35,35
P20,12,0,1,0,12,8,4,FALSE,TRUE,21.64999,8,8,5,5,9,9,8,40,40
P20,13,0,1,0,8,8,0,FALSE,TRUE,13.08678,8,8,5,5,9,9,9,45,45
P20,14,0,1,0,8,8,0,FALSE,TRUE,15.41331,8,8,5,5,8,9,9,50,50
P20,15,0,1,0,8,8,0,FALSE,TRUE,14.1483,8,8,5,5,9,9,9,55,55
P20,16,0,1,0,8,6,2,FALSE,TRUE,17.66792,10,6,5,5,9,9,9,60,60
P20,17,0,1,0,8,8,0,FALSE,TRUE,14.75814,8,8,5,5,9,9,9,65,65
P20,18,0,1,0,8,8,0,FALSE,TRUE,16.24912,8,8,5,5,9,9,9,70,70
P20,19,0,1,0,8,8,0,FALSE,TRUE,14.32725,8,8,5,5,9,9,9,75,75
