partiNumber,trialNumber,blockNumber,rewardType,handShow,pairClickCount,successCount,failCount,stalemate,gameClear,playTime,P1_realPoints,P2_realPoints,P1_earnedPoints,P2_earnedPoints,FOC,competitiveness,rewardFairness, P1_accScore, P2_accScore
P19,0,0,1,0,10,8,2,FALSE,TRUE,19.15696,8,8,5,5,9,9,1,5,5
P19,1,0,1,0,12,10,2,FALSE,TRUE,23.01178,10,6,5,5,9,9,5,10,10
P19,2,0,1,0,12,6,6,FALSE,FALSE,23.0131,4,8,0,0,9,9,5,10,10
P19,3,0,1,0,8,8,0,FALSE,TRUE,13.21171,8,8,5,5,9,9,9,15,15
P19,4,0,1,0,12,4,8,FALSE,FALSE,23.01266,4,4,0,0,9,1,5,15,15
P19,5,0,1,0,10,4,6,FALSE,FALSE,23.01316,4,4,0,0,9,1,5,15,15
P19,6,0,1,0,12,8,4,FALSE,FALSE,23.01257,6,6,0,0,9,5,5,15,15
P19,7,0,1,0,14,8,6,FALSE,TRUE,23.01231,8,8,5,5,9,9,5,20,20
P19,8,0,1,0,12,8,4,FALSE,FALSE,23.01388,8,4,0,0,9,5,5,20,20
P19,9,0,1,0,12,8,4,FALSE,TRUE,23.0133,8,8,5,5,9,5,5,25,25
P19,10,0,1,0,10,8,2,FALSE,TRUE,18.26505,8,8,5,5,9,4,5,30,30
P19,11,0,1,0,10,10,0,FALSE,TRUE,15.4681,10,6,5,5,9,6,5,35,35
P19,12,0,1,0,10,8,2,FALSE,TRUE,21.69031,8,8,5,5,9,4,5,40,40
P19,13,0,1,0,8,8,0,FALSE,TRUE,13.09954,8,8,5,5,9,6,5,45,45
P19,14,0,1,0,10,8,2,FALSE,TRUE,15.41092,8,8,5,5,9,6,5,50,50
P19,15,0,1,0,8,8,0,FALSE,TRUE,14.14437,8,8,5,5,9,6,5,55,55
P19,16,0,1,0,10,10,0,FALSE,TRUE,17.70827,10,6,5,5,9,7,5,60,60
P19,17,0,1,0,10,8,2,FALSE,TRUE,14.7418,8,8,5,5,9,9,5,65,65
P19,18,0,1,0,10,8,2,FALSE,TRUE,16.24648,8,8,5,5,9,8,5,70,70
P19,19,0,1,0,8,8,0,FALSE,TRUE,14.32635,8,8,5,5,9,7,5,75,75
P19,20,1,0,0,10,8,2,FALSE,TRUE,15.99893,8,8,5,5,9,9,9,80,80
P19,21,1,0,0,10,8,2,FALSE,TRUE,15.71799,8,8,5,5,9,9,9,85,85
P19,22,1,0,0,11,9,2,TRUE,TRUE,14.82708,9,7,6,4,9,3,4,91,89
P19,23,1,0,0,10,8,2,FALSE,TRUE,17.15091,8,8,5,5,9,1,9,96,94
