partiNumber,trialNumber,blockNumber,rewardType,handShow,pairClickCount,successCount,failCount,stalemate,gameClear,playTime,P1_realPoints,P2_realPoints,P1_earnedPoints,P2_earnedPoints,FOC,competitiveness,rewardFairness, P1_accScore, P2_accScore
P11,28,1,0,0,8,8,0,FALSE,TRUE,12.07049,8,8,5,5,9,9,8,126,114
P11,29,1,0,0,14,8,6,FALSE,TRUE,22.72561,8,8,5,5,5,6,6,131,119
P11,30,1,0,0,10,8,2,FALSE,TRUE,14.68732,8,8,5,5,7,6,7,136,124
P11,31,1,0,0,10,10,0,FALSE,TRUE,14.86851,10,6,7,3,4,4,6,143,127
P11,32,1,0,0,10,8,2,FALSE,TRUE,16.97033,8,8,5,5,9,7,7,148,132
P11,33,1,0,0,10,8,2,FALSE,TRUE,13.7127,8,8,5,5,8,8,8,153,137
P11,34,1,0,0,12,8,4,FALSE,TRUE,17.737,8,8,5,5,5,1,5,158,142
P11,35,1,0,0,14,8,6,FALSE,TRUE,22.65132,8,8,5,5,4,4,5,163,147
P11,36,1,0,0,8,8,0,FALSE,TRUE,12.34927,8,8,5,5,8,7,7,168,152
P11,37,1,0,0,10,8,2,FALSE,TRUE,15.18745,8,8,5,5,4,4,4,173,157
P11,38,1,0,0,10,8,2,FALSE,TRUE,16.12205,8,8,5,5,4,4,5,178,162
P11,39,1,0,0,10,8,2,FALSE,TRUE,12.61311,8,8,5,5,3,3,3,183,167
P11,40,2,1,1,10,10,0,FALSE,TRUE,17.06831,10,6,5,5,7,7,8,188,172
P11,41,2,1,1,9,9,0,TRUE,TRUE,12.43286,9,7,5,5,8,8,8,193,177
P11,42,2,1,1,10,6,4,FALSE,TRUE,18.41761,6,10,5,5,9,8,7,198,182
P11,43,2,1,1,12,8,4,FALSE,TRUE,18.6126,8,8,5,5,8,8,8,203,187
P11,44,2,1,1,10,8,2,FALSE,TRUE,17.68047,8,8,5,5,8,8,6,208,192
P11,45,2,1,1,10,6,4,FALSE,TRUE,17.88905,6,10,5,5,9,8,8,213,197
P11,46,2,1,1,12,10,2,FALSE,TRUE,18.85118,10,6,5,5,6,6,6,218,202
P11,47,2,1,1,12,6,6,FALSE,TRUE,18.47549,6,10,5,5,7,6,6,223,207
P11,48,2,1,1,15,7,8,TRUE,TRUE,21.44048,7,9,5,5,6,7,9,228,212
P11,49,2,1,1,12,8,4,FALSE,TRUE,17.20817,8,8,5,5,7,8,6,233,217
P11,50,2,1,1,10,8,2,FALSE,TRUE,20.25061,8,8,5,5,6,7,7,238,222
P11,51,2,1,1,12,8,4,FALSE,TRUE,20.06092,8,8,5,5,8,8,8,243,227
P11,52,2,1,1,9,9,0,TRUE,TRUE,13.35148,9,7,5,5,9,8,9,248,232
P11,53,2,1,1,10,10,0,FALSE,TRUE,14.95115,10,6,5,5,7,6,4,253,237
P11,54,2,1,1,10,6,4,FALSE,TRUE,20.43609,6,10,5,5,6,9,7,258,242
P11,55,2,1,1,8,8,0,FALSE,TRUE,14.40945,8,8,5,5,8,8,6,263,247
P11,56,2,1,1,8,8,0,FALSE,TRUE,13.75423,8,8,5,5,6,5,5,268,252
P11,57,2,1,1,8,8,0,FALSE,TRUE,15.10631,8,8,5,5,5,7,7,273,257
P11,58,2,1,1,9,7,2,TRUE,TRUE,12.58489,7,9,5,5,8,8,7,278,262
P11,59,2,1,1,10,8,2,FALSE,TRUE,16.02277,8,8,5,5,6,7,6,283,267
P11,60,3,0,1,12,4,8,FALSE,TRUE,19.69959,4,12,2,8,5,2,4,285,275
P11,61,3,0,1,10,10,0,FALSE,TRUE,13.81106,10,6,7,3,6,4,6,292,278
P11,62,3,0,1,14,8,6,FALSE,TRUE,23.0131,8,8,5,5,5,1,1,297,283
P11,63,3,0,1,10,8,2,FALSE,TRUE,14.9107,8,8,5,5,6,5,5,302,288
P11,64,3,0,1,10,6,4,FALSE,TRUE,19.22684,6,10,3,7,5,4,4,305,295
P11,65,3,0,1,10,6,4,TRUE,TRUE,19,7,9,4,6,7,6,5,309,301
P11,66,3,0,1,12,6,6,FALSE,TRUE,17.58163,6,10,3,7,5,1,4,312,308
P11,67,3,0,1,10,8,2,FALSE,TRUE,15.43735,8,8,5,5,6,6,5,317,313
P11,68,3,0,1,10,10,0,FALSE,TRUE,13.93563,10,6,7,3,3,1,6,324,316
P11,69,3,0,1,8,8,0,FALSE,TRUE,11.68435,8,8,5,5,6,6,5,329,321
P11,70,3,0,1,12,8,4,FALSE,TRUE,15.03464,8,8,5,5,7,6,7,334,326
P11,71,3,0,1,10,6,4,FALSE,TRUE,15.81595,6,10,3,7,5,4,6,337,333
P11,72,3,0,1,10,8,2,FALSE,TRUE,16.67933,8,8,5,5,8,7,9,342,338
P11,73,3,0,1,10,8,2,FALSE,TRUE,15.02234,8,8,5,5,5,6,6,347,343
P11,74,3,0,1,8,8,0,FALSE,TRUE,10.92751,8,8,5,5,8,8,8,352,348
P11,75,3,0,1,10,8,2,FALSE,TRUE,14.19993,8,8,5,5,6,6,6,357,353
P11,76,3,0,1,10,10,0,FALSE,TRUE,13.55971,10,6,7,3,4,4,7,364,356
P11,77,3,0,1,10,8,2,FALSE,TRUE,15.28607,8,8,5,5,6,6,5,369,361
P11,78,3,0,1,8,8,0,FALSE,TRUE,13.21208,8,8,5,5,5,6,6,374,366
P11,79,3,0,1,9,9,0,TRUE,TRUE,10.28919,9,7,6,4,5,4,7,380,370
