partiNumber,trialNumber,blockNumber,rewardType,handShow,pairClickCount,successCount,failCount,stalemate,gameClear,playTime,P1_realPoints,P2_realPoints,P1_earnedPoints,P2_earnedPoints,FOC,competitiveness,rewardFairness, P1_accScore, P2_accScore
P26,0,0,1,1,8,8,0,FALSE,TRUE,15.67695,8,8,5,5,8,8,5,5,5
P26,1,0,1,1,8,8,0,FALSE,TRUE,13.92135,8,8,5,5,8,8,5,10,10
P26,2,0,1,1,12,8,4,FALSE,TRUE,19.40771,8,8,5,5,8,7,5,15,15
P26,3,0,1,1,8,8,0,FALSE,TRUE,14.01982,8,8,5,5,8,6,5,20,20
P26,4,0,1,1,10,8,2,FALSE,TRUE,17.65285,8,8,5,5,8,6,5,25,25
P26,5,0,1,1,10,8,2,FALSE,TRUE,23.00051,8,8,5,5,8,5,5,30,30
P26,6,0,1,1,8,8,0,FALSE,TRUE,17.8916,8,8,5,5,8,5,5,35,35
P26,7,0,1,1,14,8,6,FALSE,TRUE,22.92993,8,8,5,5,8,5,5,40,40
P26,8,0,1,1,14,6,8,FALSE,FALSE,23.01397,4,6,0,0,3,2,4,40,40
P26,9,0,1,1,10,6,4,FALSE,TRUE,21.09356,10,6,5,5,6,4,4,45,45
P26,10,0,1,1,8,8,0,FALSE,TRUE,12.89185,8,8,5,5,7,6,6,50,50
P26,11,0,1,1,8,8,0,FALSE,TRUE,13.75574,8,8,5,5,7,6,6,55,55
P26,12,0,1,1,12,8,4,FALSE,TRUE,19.35213,8,8,5,5,6,5,4,60,60
P26,13,0,1,1,8,8,0,FALSE,TRUE,12.76809,8,8,5,5,7,5,6,65,65
P26,14,0,1,1,10,8,2,FALSE,TRUE,16.49769,8,8,5,5,7,6,6,70,70
P26,15,0,1,1,8,8,0,FALSE,TRUE,13.4495,8,8,5,5,7,6,6,75,75
P26,16,0,1,1,12,8,4,FALSE,TRUE,19.98121,8,8,5,5,6,6,6,80,80
P26,17,0,1,1,9,9,0,TRUE,TRUE,10.38523,7,9,5,5,6,6,6,85,85
P26,18,0,1,1,8,8,0,FALSE,TRUE,11.40191,8,8,5,5,6,6,7,90,90
P26,19,0,1,1,10,8,2,FALSE,TRUE,15.92639,8,8,5,5,8,7,7,95,95
