partiNumber,trialNumber,blockNumber,rewardType,handShow,pairClickCount,successCount,failCount,stalemate,gameClear,playTime,P1_realPoints,P2_realPoints,P1_earnedPoints,P2_earnedPoints,FOC,competitiveness,rewardFairness, P1_accScore, P2_accScore
P01,0,0,1,1,13,9,4,TRUE,TRUE,18.33461,9,7,5,5,8,9,8,5,5
P01,1,0,1,1,16,10,6,FALSE,TRUE,22.99887,10,6,5,5,8,8,9,10,10
P01,2,0,1,1,8,8,0,FALSE,TRUE,12.57137,8,8,5,5,7,7,6,15,15
P01,3,0,1,1,16,6,10,FALSE,FALSE,23.01243,4,4,0,0,5,7,7,15,15
P01,4,0,1,1,13,9,4,TRUE,TRUE,17.02616,9,7,5,5,8,8,7,20,20
P01,5,0,1,1,14,4,10,FALSE,FALSE,23.01277,4,6,0,0,8,8,9,20,20
P01,6,0,1,1,14,8,6,FALSE,TRUE,19.99137,8,8,5,5,8,8,9,25,25
P01,7,0,1,1,12,8,4,FALSE,TRUE,17.77853,8,8,5,5,8,9,9,30,30
P01,8,0,1,1,14,10,4,FALSE,TRUE,20.28434,10,6,5,5,9,9,9,35,35
P01,9,0,1,1,16,10,6,FALSE,TRUE,23.0125,10,6,5,5,9,8,8,40,40
P01,10,0,1,1,10,8,2,FALSE,TRUE,14.21463,8,8,5,5,9,9,8,45,45
P01,11,0,1,1,8,8,0,FALSE,TRUE,12.27927,8,8,5,5,9,9,9,50,50
P01,12,0,1,1,8,8,0,FALSE,TRUE,11.2908,8,8,5,5,9,9,9,55,55
P01,13,0,1,1,8,8,0,FALSE,TRUE,11.02609,8,8,5,5,9,9,9,60,60
P01,14,0,1,1,8,8,0,FALSE,TRUE,11.08165,8,8,5,5,9,9,9,65,65
P01,15,0,1,1,10,8,2,FALSE,TRUE,14.22806,8,8,5,5,9,9,9,70,70
P01,16,0,1,1,11,9,2,TRUE,TRUE,13.85203,9,7,5,5,9,9,8,75,75
P01,17,0,1,1,8,8,0,FALSE,TRUE,10.92902,8,8,5,5,9,9,9,80,80
P01,18,0,1,1,10,8,2,FALSE,TRUE,14.08885,8,8,5,5,9,9,9,85,85
P01,19,0,1,1,8,8,0,FALSE,TRUE,10.58065,8,8,5,5,9,9,9,90,90
P01,20,1,1,0,12,8,4,FALSE,TRUE,17.40167,8,8,5,5,8,9,9,95,95
P01,21,1,1,0,8,8,0,FALSE,TRUE,11.2765,8,8,5,5,9,9,9,100,100
P01,22,1,1,0,8,8,0,FALSE,TRUE,11.05389,8,8,5,5,9,8,9,105,105
P01,23,1,1,0,8,8,0,FALSE,TRUE,11.42904,8,8,5,5,9,8,9,110,110
P01,24,1,1,0,8,8,0,FALSE,TRUE,11.69459,8,8,5,5,9,9,9,115,115
P01,25,1,1,0,8,8,0,FALSE,TRUE,11.29092,8,8,5,5,9,9,9,120,120
P01,26,1,1,0,8,8,0,FALSE,TRUE,11.72172,8,8,5,5,9,8,9,125,125
P01,27,1,1,0,8,8,0,FALSE,TRUE,11.12334,8,8,5,5,9,9,9,130,130
P01,28,1,1,0,8,8,0,FALSE,TRUE,11.16544,8,8,5,5,9,9,9,135,135
P01,29,1,1,0,8,8,0,FALSE,TRUE,10.41377,8,8,5,5,9,8,9,140,140
P01,30,1,1,0,10,8,2,FALSE,TRUE,12.33476,8,8,5,5,8,7,8,145,145
P01,31,1,1,0,8,8,0,FALSE,TRUE,10.0929,8,8,5,5,9,9,9,150,150
P01,32,1,1,0,8,8,0,FALSE,TRUE,10.60842,8,8,5,5,9,9,9,155,155
P01,33,1,1,0,8,8,0,FALSE,TRUE,10.99848,8,8,5,5,9,8,9,160,160
P01,34,1,1,0,8,8,0,FALSE,TRUE,11.37421,8,8,5,5,9,9,9,165,165
P01,35,1,1,0,10,8,2,FALSE,TRUE,12.93361,8,8,5,5,9,8,9,170,170
P01,36,1,1,0,12,8,4,FALSE,TRUE,14.57664,8,8,5,5,9,7,7,175,175
P01,37,1,1,0,8,8,0,FALSE,TRUE,13.9078,8,8,5,5,8,7,7,180,180
P01,38,1,1,0,8,8,0,FALSE,TRUE,10.26009,8,8,5,5,1,9,8,185,185
P01,39,1,1,0,8,8,0,FALSE,TRUE,10.0232,8,8,5,5,9,8,9,190,190
P01,40,2,0,1,10,8,2,FALSE,TRUE,13.37851,8,8,5,5,4,3,8,195,195
P01,41,2,0,1,8,8,0,FALSE,TRUE,10.03684,8,8,5,5,3,4,9,200,200
P01,42,2,0,1,9,9,0,TRUE,TRUE,10.63607,9,7,6,4,3,2,8,206,204
P01,43,2,0,1,10,8,2,FALSE,TRUE,12.64108,8,8,5,5,3,4,7,211,209
P01,44,2,0,1,8,8,0,FALSE,TRUE,10.23182,8,8,5,5,3,2,8,216,214
P01,45,2,0,1,8,8,0,TRUE,TRUE,19,9,7,6,4,2,1,7,222,218
P01,46,2,0,1,10,10,0,FALSE,TRUE,12.86365,10,6,7,3,2,1,9,229,221
P01,47,2,0,1,10,10,0,FALSE,TRUE,12.12549,10,6,7,3,2,1,8,236,224
P01,48,2,0,1,10,10,0,FALSE,TRUE,13.10064,10,6,7,3,2,1,6,243,227
P01,49,2,0,1,10,10,0,FALSE,TRUE,13.67065,10,6,7,3,2,1,6,250,230
P01,50,2,0,1,10,8,2,FALSE,TRUE,14.17177,8,8,5,5,8,8,6,255,235
P01,51,2,0,1,10,10,0,FALSE,TRUE,13.6992,10,6,7,3,8,4,5,262,238
P01,52,2,0,1,9,9,0,TRUE,TRUE,11.22083,9,7,6,4,7,7,5,268,242
P01,53,2,0,1,9,9,0,TRUE,TRUE,11.12312,9,7,6,4,8,8,4,274,246
P01,54,2,0,1,9,9,0,TRUE,TRUE,9.4948,9,7,6,4,8,8,3,280,250
P01,55,2,0,1,9,9,0,TRUE,TRUE,10.60764,9,7,6,4,8,8,2,286,254
P01,56,2,0,1,10,8,2,FALSE,TRUE,12.47366,8,8,5,5,3,1,8,291,259
P01,57,2,0,1,8,8,0,FALSE,TRUE,9.801912,8,8,5,5,3,2,9,296,264
P01,58,2,0,1,9,7,2,TRUE,TRUE,11.1926,7,9,4,6,4,2,9,300,270
P01,59,2,0,1,10,10,0,FALSE,TRUE,11.97268,10,6,7,3,1,1,9,307,273
P01,60,3,0,0,9,9,0,TRUE,TRUE,9.662424,9,7,6,4,3,2,8,313,277
P01,61,3,0,0,9,9,0,TRUE,TRUE,9.675213,9,7,6,4,2,2,9,319,281
P01,62,3,0,0,8,8,0,FALSE,TRUE,9.508286,8,8,5,5,4,3,8,324,286
P01,63,3,0,0,9,9,0,TRUE,TRUE,10.4972,9,7,6,4,3,2,7,330,290
P01,64,3,0,0,9,9,0,TRUE,TRUE,10.25998,9,7,6,4,2,2,9,336,294
P01,65,3,0,0,9,9,0,TRUE,TRUE,9.814479,9,7,6,4,2,1,8,342,298
P01,66,3,0,0,9,9,0,TRUE,TRUE,9.605751,9,7,6,4,1,2,7,348,302
P01,67,3,0,0,10,10,0,FALSE,TRUE,12.66807,10,6,7,3,2,4,6,355,305
P01,68,3,0,0,10,10,0,FALSE,TRUE,12.80836,10,6,7,3,4,5,6,362,308
P01,69,3,0,0,10,8,2,FALSE,TRUE,16.88659,8,8,5,5,7,3,5,367,313
P01,70,3,0,0,12,10,2,FALSE,TRUE,13.76886,10,6,7,3,4,3,6,374,316
P01,71,3,0,0,10,10,0,FALSE,TRUE,11.47096,10,6,7,3,4,5,5,381,319
P01,72,3,0,0,11,9,2,TRUE,TRUE,12.94713,9,7,6,4,5,5,5,387,323
P01,73,3,0,0,9,9,0,TRUE,TRUE,9.968056,9,7,6,4,6,6,4,393,327
P01,74,3,0,0,10,10,0,FALSE,TRUE,13.2535,10,6,7,3,4,4,6,400,330
P01,75,3,0,0,10,10,0,FALSE,TRUE,12.25141,10,6,7,3,6,6,3,407,333
P01,76,3,0,0,10,10,0,FALSE,TRUE,11.97243,10,6,7,3,5,6,4,414,336
P01,77,3,0,0,10,8,2,FALSE,TRUE,12.13965,8,8,5,5,8,8,7,419,341
P01,78,3,0,0,9,7,2,TRUE,TRUE,9.814701,7,9,4,6,4,1,8,423,347
P01,79,3,0,0,9,7,2,TRUE,TRUE,9.271383,7,9,4,6,2,1,9,427,353
