partiNumber,trialNumber,blockNumber,rewardType,handShow,pairClickCount,successCount,failCount,stalemate,gameClear,playTime,P1_realPoints,P2_realPoints,P1_earnedPoints,P2_earnedPoints,FOC,competitiveness,rewardFairness, P1_accScore, P2_accScore
P10,0,0,1,1,10,6,4,FALSE,TRUE,23.0131,10,6,5,5,9,9,8,5,5
P10,1,0,1,1,12,8,4,FALSE,FALSE,23.01347,6,8,0,0,8,9,9,5,5
P10,2,0,1,1,10,8,2,FALSE,TRUE,18.18363,8,8,5,5,9,9,9,10,10
P10,3,0,1,1,9,9,0,TRUE,TRUE,14.3534,7,9,5,5,9,9,9,15,15
P10,4,0,1,1,11,7,4,TRUE,TRUE,18.433,9,7,5,5,9,9,9,20,20
P10,5,0,1,1,10,10,0,FALSE,TRUE,18.1414,6,10,5,5,9,4,9,25,25
P10,6,0,1,1,10,8,2,FALSE,TRUE,17.15237,8,8,5,5,9,4,9,30,30
P10,7,0,1,1,8,8,0,FALSE,TRUE,12.75055,8,8,5,5,9,9,9,35,35
P10,8,0,1,1,10,8,2,FALSE,TRUE,15.14646,8,8,5,5,9,9,9,40,40
P10,9,0,1,1,8,8,0,FALSE,TRUE,13.36503,8,8,5,5,9,9,9,45,45
P10,10,0,1,1,9,7,2,TRUE,TRUE,12.68289,9,7,5,5,9,9,9,50,50
P10,11,0,1,1,8,8,0,FALSE,TRUE,11.76369,8,8,5,5,9,9,9,55,55
P10,12,0,1,1,9,9,0,TRUE,TRUE,13.85282,7,9,5,5,9,9,9,60,60
P10,13,0,1,1,9,9,0,TRUE,TRUE,11.87492,9,7,5,5,9,9,9,65,65
P10,14,0,1,1,8,8,0,FALSE,TRUE,11.47233,8,8,5,5,9,9,9,70,70
P10,15,0,1,1,8,8,0,FALSE,TRUE,12.71045,8,8,5,5,9,9,9,75,75
P10,16,0,1,1,8,8,0,FALSE,TRUE,11.97274,8,8,5,5,9,9,9,80,80
P10,17,0,1,1,9,7,2,TRUE,TRUE,12.25112,9,7,5,5,9,9,9,85,85
P10,18,0,1,1,8,8,0,FALSE,TRUE,12.04338,8,8,5,5,9,9,9,90,90
P10,19,0,1,1,10,8,2,FALSE,TRUE,14.18614,8,8,5,5,9,9,9,95,95
P10,20,1,1,0,10,8,2,FALSE,TRUE,15.621,8,8,5,5,9,9,9,100,100
P10,21,1,1,0,8,8,0,FALSE,TRUE,11.79204,8,8,5,5,9,9,9,105,105
P10,22,1,1,0,8,8,0,FALSE,TRUE,11.23483,8,8,5,5,9,9,9,110,110
P10,23,1,1,0,8,8,0,FALSE,TRUE,11.33269,8,8,5,5,9,9,9,115,115
P10,24,1,1,0,15,7,8,TRUE,TRUE,21.60796,11,5,5,5,9,9,9,120,120
P10,25,1,1,0,8,8,0,FALSE,TRUE,10.97055,8,8,5,5,9,9,9,125,125
P10,26,1,1,0,8,8,0,FALSE,TRUE,14.54917,8,8,5,5,9,9,9,130,130
P10,27,1,1,0,7,7,0,TRUE,TRUE,11.90378,9,7,5,5,8,8,9,135,135
P10,28,1,1,0,8,8,0,FALSE,TRUE,11.63943,8,8,5,5,9,9,9,140,140
P10,29,1,1,0,9,7,2,TRUE,TRUE,13.37998,9,7,5,5,9,9,9,145,145
P10,30,1,1,0,8,8,0,FALSE,TRUE,13.1565,8,8,5,5,9,9,9,150,150
P10,31,1,1,0,8,8,0,FALSE,TRUE,11.54114,8,8,5,5,9,9,9,155,155
P10,32,1,1,0,10,8,2,FALSE,TRUE,17.96052,8,8,5,5,9,9,9,160,160
P10,33,1,1,0,8,8,0,FALSE,TRUE,11.20765,8,8,5,5,9,9,9,165,165
P10,34,1,1,0,10,10,0,FALSE,TRUE,15.66277,6,10,5,5,9,9,9,170,170
P10,35,1,1,0,8,8,0,FALSE,TRUE,11.75085,8,8,5,5,9,9,9,175,175
P10,36,1,1,0,10,8,2,FALSE,TRUE,14.81388,8,8,5,5,9,9,9,180,180
P10,37,1,1,0,8,8,0,FALSE,TRUE,11.2488,8,8,5,5,9,9,9,185,185
P10,38,1,1,0,8,8,0,FALSE,TRUE,11.08113,8,8,5,5,9,9,9,190,190
P10,39,1,1,0,8,8,0,FALSE,TRUE,13.88021,8,8,5,5,9,9,9,195,195
P10,40,2,0,1,8,6,2,FALSE,TRUE,12.89225,10,6,7,3,6,1,7,202,198
P10,41,2,0,1,12,10,2,FALSE,TRUE,17.61116,6,10,3,7,4,1,8,205,205
P10,42,2,0,1,9,9,0,TRUE,TRUE,12.48836,7,9,4,6,6,1,8,209,211
P10,43,2,0,1,8,6,2,FALSE,TRUE,13.4079,10,6,7,3,4,1,8,216,214
P10,44,2,0,1,8,8,0,FALSE,TRUE,12.05677,8,8,5,5,4,1,9,221,219
P10,45,2,0,1,9,7,2,TRUE,TRUE,11.56989,9,7,6,4,1,1,4,227,223
P10,46,2,0,1,8,8,0,FALSE,TRUE,10.19146,8,8,5,5,1,1,9,232,228
P10,47,2,0,1,8,8,0,FALSE,TRUE,10.37183,8,8,5,5,1,1,9,237,233
P10,48,2,0,1,10,10,0,FALSE,TRUE,14.08848,6,10,3,7,1,1,6,240,240
P10,49,2,0,1,10,10,0,FALSE,TRUE,16.2335,6,10,3,7,1,1,6,243,247
P10,50,2,0,1,8,8,0,FALSE,TRUE,11.05357,8,8,5,5,1,1,9,248,252
P10,51,2,0,1,8,8,0,FALSE,TRUE,10.33003,8,8,5,5,1,1,9,253,257
P10,52,2,0,1,9,5,4,TRUE,TRUE,14.63137,11,5,7,3,1,1,9,260,260
P10,53,2,0,1,8,6,2,TRUE,TRUE,19,9,7,6,4,1,1,7,266,264
P10,54,2,0,1,14,6,8,FALSE,TRUE,22.69246,10,6,7,3,1,1,8,273,267
