partiNumber,trialNumber,blockNumber,rewardType,handShow,pairClickCount,successCount,failCount,stalemate,gameClear,playTime,P1_realPoints,P2_realPoints,P1_earnedPoints,P2_earnedPoints,FOC,competitiveness,rewardFairness, P1_accScore, P2_accScore
P22,0,0,0,0,10,8,2,False,True,18.62836,8,8,5,5,7,4,7,5,5
P22,1,0,0,0,12,8,4,False,True,22.2077,8,8,5,5,8,8,6,10,10
P22,2,0,0,0,12,4,8,False,False,23.01326,6,4,0,0,3,4,7,10,10
P22,3,0,0,0,12,8,4,False,True,20.89919,8,8,5,5,7,4,4,15,15
P22,4,0,0,0,12,4,8,False,False,23.01348,6,4,0,0,3,8,8,15,15
P22,5,0,0,0,10,8,2,False,True,15.95632,8,8,5,5,7,7,4,20,20
P22,6,0,0,0,10,8,2,False,True,18.23784,8,8,5,5,7,8,7,25,25
P22,7,0,0,0,8,8,0,False,True,12.57235,8,8,5,5,8,8,7,30,30
P22,8,0,0,0,8,8,0,False,True,12.71098,8,8,5,5,8,8,8,35,35
P22,9,0,0,0,10,8,2,False,True,18.11379,8,8,5,5,8,8,8,40,40
P22,10,0,0,0,8,8,0,False,True,13.10165,8,8,5,5,8,8,8,45,45
P22,11,0,0,0,8,8,0,False,True,13.33821,8,8,5,5,8,8,8,50,50
P22,12,0,0,0,10,8,2,False,True,19.52073,8,8,5,5,8,8,8,55,55
P22,13,0,0,0,12,6,6,False,True,19.85382,10,6,7,3,8,8,8,62,58
P22,14,0,0,0,8,8,0,False,True,13.58888,8,8,5,5,8,8,8,67,63
P22,15,0,0,0,8,8,0,False,True,14.66007,8,8,5,5,8,8,8,72,68
P22,16,0,0,0,14,8,6,False,True,22.35997,8,8,5,5,8,8,8,77,73
P22,17,0,0,0,8,8,0,False,True,12.01589,8,8,5,5,8,8,8,82,78
P22,18,0,0,0,8,8,0,False,True,11.932,8,8,5,5,8,8,8,87,83
P22,19,0,0,0,8,8,0,False,True,15.07958,8,8,5,5,8,8,8,92,88
P22,20,1,0,1,8,8,0,False,True,12.08413,8,8,5,5,8,8,8,97,93
P22,21,1,0,1,8,8,0,False,True,12.18182,8,8,5,5,8,8,8,102,98
P22,22,1,0,1,8,8,0,False,True,13.4354,8,8,5,5,8,8,8,107,103
P22,23,1,0,1,8,8,0,False,True,15.55096,8,8,5,5,8,8,8,112,108
P22,24,1,0,1,8,8,0,False,True,14.54922,8,8,5,5,8,8,8,117,113
P22,25,1,0,1,8,8,0,False,True,14.02033,8,8,5,5,8,8,8,122,118
P22,26,1,0,1,14,8,6,False,True,23.00011,8,8,5,5,8,8,8,127,123
P22,27,1,0,1,8,8,0,False,True,14.56227,8,8,5,5,8,8,8,132,128
P22,28,1,0,1,8,8,0,False,True,13.65708,8,8,5,5,8,8,8,137,133
P22,29,1,0,1,10,10,0,False,True,16.20652,6,10,3,7,8,9,6,140,140
P22,30,1,0,1,10,4,6,False,False,23.01223,6,4,0,0,8,8,8,140,140
P22,31,1,0,1,8,8,0,False,True,14.89759,8,8,5,5,8,8,8,145,145
P22,32,1,0,1,8,8,0,False,True,14.36611,8,8,5,5,8,8,8,150,150
P22,33,1,0,1,8,8,0,False,True,11.72124,8,8,5,5,8,8,8,155,155
P22,34,1,0,1,8,8,0,False,True,12.57185,8,8,5,5,8,8,8,160,160
P22,35,1,0,1,8,8,0,False,True,11.88929,8,8,5,5,8,8,8,165,165
P22,36,1,0,1,8,8,0,False,True,12.58569,8,8,5,5,8,8,8,170,170
P22,37,1,0,1,8,8,0,False,True,12.25168,8,8,5,5,8,8,8,175,175
P22,38,1,0,1,8,8,0,False,True,14.49284,8,8,5,5,8,8,8,180,180
P22,39,1,0,1,8,8,0,False,True,12.39074,8,8,5,5,8,8,8,185,185
