partiNumber,trialNumber,blockNumber,rewardType,handShow,pairClickCount,successCount,failCount,stalemate,gameClear,playTime,P1_realPoints,P2_realPoints,P1_earnedPoints,P2_earnedPoints,FOC,competitiveness,rewardFairness, P1_accScore, P2_accScore
P12,19,0,1,0,10,6,4,FALSE,TRUE,17.79235,10,6,5,5,6,4,4,80,80
P12,20,1,0,0,10,8,2,FALSE,TRUE,16.58107,8,8,5,5,5,2,5,85,85
P12,21,1,0,0,14,6,8,FALSE,TRUE,23.00102,10,6,7,3,5,1,3,92,88
P12,22,1,0,0,10,8,2,FALSE,TRUE,20.63312,8,8,5,5,5,1,5,97,93
P12,23,1,0,0,12,6,6,FALSE,FALSE,23.01236,4,4,0,0,4,1,1,97,93
P12,24,1,0,0,9,5,4,TRUE,TRUE,15.24342,11,5,7,3,6,1,5,104,96
P12,25,1,0,0,10,8,2,FALSE,TRUE,15.89979,8,8,5,5,5,2,5,109,101
P12,26,1,0,0,10,8,2,FALSE,TRUE,15.87187,8,8,5,5,5,3,5,114,106
P12,27,1,0,0,12,6,6,FALSE,TRUE,22.29003,10,6,7,3,5,1,4,121,109
P12,28,1,0,0,8,8,0,FALSE,TRUE,12.07085,8,8,5,5,5,3,5,126,114
P12,29,1,0,0,12,8,4,FALSE,TRUE,22.66604,8,8,5,5,4,1,5,131,119
P12,30,1,0,0,8,8,0,FALSE,TRUE,14.70345,8,8,5,5,4,3,5,136,124
P12,31,1,0,0,8,6,2,FALSE,TRUE,14.86886,10,6,7,3,3,3,5,143,127
P12,32,1,0,0,12,8,4,FALSE,TRUE,16.95739,8,8,5,5,4,3,5,148,132
P12,33,1,0,0,8,8,0,FALSE,TRUE,13.71347,8,8,5,5,5,4,5,153,137
P12,34,1,0,0,12,8,4,FALSE,TRUE,17.737,8,8,5,5,6,4,5,158,142
P12,35,1,0,0,14,8,6,FALSE,TRUE,22.63791,8,8,5,5,5,3,5,163,147
P12,36,1,0,0,8,8,0,FALSE,TRUE,12.3488,8,8,5,5,5,4,5,168,152
P12,37,1,0,0,8,8,0,FALSE,TRUE,15.18982,8,8,5,5,5,3,5,173,157
P12,38,1,0,0,10,8,2,FALSE,TRUE,16.12194,8,8,5,5,5,3,5,178,162
P12,39,1,0,0,8,8,0,FALSE,TRUE,12.64189,8,8,5,5,6,3,5,183,167
P12,40,2,1,1,8,6,2,FALSE,TRUE,17.06954,10,6,5,5,5,5,5,188,172
P12,41,2,1,1,9,7,2,TRUE,TRUE,12.43179,9,7,5,5,6,3,4,193,177
P12,42,2,1,1,12,10,2,FALSE,TRUE,18.39128,6,10,5,5,7,3,5,198,182
P12,43,2,1,1,10,8,2,FALSE,TRUE,18.61422,8,8,5,5,6,4,5,203,187
P12,44,2,1,1,10,8,2,FALSE,TRUE,17.69543,8,8,5,5,5,5,5,208,192
P12,45,2,1,1,10,10,0,FALSE,TRUE,17.89085,6,10,5,5,7,5,5,213,197
P12,46,2,1,1,10,6,4,FALSE,TRUE,18.85122,10,6,5,5,5,3,5,218,202
P12,47,2,1,1,10,10,0,FALSE,TRUE,18.47467,6,10,5,5,6,5,5,223,207
P12,48,2,1,1,15,11,4,TRUE,TRUE,21.44074,7,9,5,5,6,4,5,228,212
P12,49,2,1,1,10,8,2,FALSE,TRUE,17.19481,8,8,5,5,7,6,5,233,217
P12,50,2,1,1,10,8,2,FALSE,TRUE,20.23112,8,8,5,5,5,4,5,238,222
P12,51,2,1,1,10,8,2,FALSE,TRUE,20.03376,8,8,5,5,6,2,5,243,227
P12,52,2,1,1,9,7,2,TRUE,TRUE,13.35044,9,7,5,5,4,2,5,248,232
P12,53,2,1,1,10,6,4,FALSE,TRUE,14.9392,10,6,5,5,4,4,5,253,237
P12,54,2,1,1,12,10,2,FALSE,TRUE,20.4379,6,10,5,5,5,1,5,258,242
P12,55,2,1,1,10,8,2,FALSE,TRUE,14.41023,8,8,5,5,6,5,5,263,247
P12,56,2,1,1,8,8,0,FALSE,TRUE,13.75606,8,8,5,5,7,5,5,268,252
P12,57,2,1,1,10,8,2,FALSE,TRUE,15.10576,8,8,5,5,6,4,5,273,257
P12,58,2,1,1,9,9,0,TRUE,TRUE,12.57205,7,9,5,5,4,4,5,278,262
P12,59,2,1,1,10,8,2,FALSE,TRUE,16.01018,8,8,5,5,7,6,5,283,267
P12,60,3,0,1,14,12,2,FALSE,TRUE,19.67187,4,12,2,8,4,1,5,285,275
P12,61,3,0,1,10,6,4,FALSE,TRUE,13.81061,10,6,7,3,5,1,5,292,278
P12,62,3,0,1,14,8,6,FALSE,TRUE,23.01296,8,8,5,5,5,1,4,297,283
P12,63,3,0,1,8,8,0,FALSE,TRUE,14.96641,8,8,5,5,4,1,5,302,288
P12,64,3,0,1,10,10,0,FALSE,TRUE,19.22616,6,10,3,7,6,1,5,305,295
P12,65,3,0,1,10,8,2,TRUE,TRUE,19,7,9,4,6,4,1,3,309,301
P12,66,3,0,1,12,10,2,FALSE,TRUE,17.54186,6,10,3,7,5,1,5,312,308
P12,67,3,0,1,10,8,2,FALSE,TRUE,15.45269,8,8,5,5,6,1,5,317,313
P12,68,3,0,1,10,6,4,FALSE,TRUE,13.92246,10,6,7,3,4,1,4,324,316
P12,69,3,0,1,8,8,0,FALSE,TRUE,11.69516,8,8,5,5,7,1,5,329,321
P12,70,3,0,1,10,8,2,FALSE,TRUE,15.03668,8,8,5,5,6,1,5,334,326
P12,71,3,0,1,12,10,2,FALSE,TRUE,15.8159,6,10,3,7,4,1,5,337,333
P12,72,3,0,1,10,8,2,FALSE,TRUE,16.65094,8,8,5,5,5,1,5,342,338
P12,73,3,0,1,10,8,2,FALSE,TRUE,14.99378,8,8,5,5,5,1,5,347,343
P12,74,3,0,1,8,8,0,FALSE,TRUE,10.92945,8,8,5,5,6,1,5,352,348
P12,75,3,0,1,10,8,2,FALSE,TRUE,14.18669,8,8,5,5,4,1,5,357,353
P12,76,3,0,1,8,6,2,FALSE,TRUE,13.55994,10,6,7,3,6,1,5,364,356
P12,77,3,0,1,10,8,2,FALSE,TRUE,15.28711,8,8,5,5,5,1,5,369,361
P12,78,3,0,1,10,8,2,FALSE,TRUE,13.21279,8,8,5,5,4,1,5,374,366
P12,79,3,0,1,9,7,2,TRUE,TRUE,10.30223,9,7,6,4,4,1,5,380,370
